time,flux_norm,flux_err_norm,sg_trend
1628.3905700975,1.0003178761,0.0015675175,1.0000465319
1628.3919590129,0.9984514956,0.0015662985,1.0000488080
1628.3933479282,0.9967671454,0.0015650512,1.0000510854
1628.3947368436,0.9988517597,0.0015639387,1.0000533643
1628.3961257591,1.0000074168,0.0015668670,1.0000556445
1628.3975146745,0.9984220681,0.0015650408,1.0000579261
1628.3989035898,0.9979181863,0.0015643891,1.0000602091
1628.4002925052,0.9983009288,0.0015641833,1.0000624934
1628.4016814206,0.9997807994,0.0015643209,1.0000647792
1628.4030703361,0.9981405679,0.0015632872,1.0000670663
1628.4044592514,0.9988507483,0.0015638501,1.0000693548
1628.4058481668,0.9984947926,0.0015630992,1.0000716447
1628.4072370822,0.9969260915,0.0015630126,1.0000739360
1628.4086259975,0.9994513271,0.0015624567,1.0000762287
1628.4100149129,0.9966863377,0.0015616177,1.0000785227
1628.4114038284,0.9993006613,0.0015614701,1.0000808182
1628.4127927438,1.0031470760,0.0015624741,1.0000831150
1628.4141816591,1.0013702536,0.0015621127,1.0000854132
1628.4197373207,1.0025728129,0.0015610639,1.0000877128
1628.4211262360,0.9999438468,0.0015594745,1.0000900137
1628.4225151514,1.0027300695,0.0015608983,1.0000923161
1628.4239040668,0.9983042619,0.0015606277,1.0000946198
1628.4252929821,1.0034555346,0.0015596354,1.0000969249
1628.4266818976,1.0004525435,0.0015591920,1.0000992314
1628.4280708130,1.0006153229,0.0015599471,1.0001015392
1628.4294597283,0.9982663829,0.0015578758,1.0001038485
1628.4308486437,1.0030098906,0.0015609590,1.0001061591
1628.4322375590,0.9990697413,0.0015575280,1.0001084711
1628.4336264744,1.0002055741,0.0015577707,1.0001107845
1628.4350153899,0.9995250946,0.0015580919,1.0001130993
1628.4364043052,1.0023062935,0.0015592355,1.0001154155
1628.4377932206,1.0005668192,0.0015573335,1.0001177330
1628.4391821359,1.0003853492,0.0015568558,1.0001200520
1628.4405710513,1.0023188694,0.0015584259,1.0001223723
1628.4419599666,1.0013300895,0.0015568494,1.0001246940
1628.4433488821,1.0003804086,0.0015569720,1.0001270171
1628.4447377974,1.0012411664,0.0015570926,1.0001293415
1628.4461267128,1.0002627616,0.0015566353,1.0001316674
1628.4475156282,1.0015415238,0.0015561514,1.0001339946
1628.4502934589,1.0021647170,0.0015558547,1.0001363232
1628.4516823742,1.0008314759,0.0015550854,1.0001386532
1628.4530712897,1.0001610691,0.0015541597,1.0001409846
1628.4544602050,0.9975038491,0.0015547086,1.0001433173
1628.4558491204,0.9977680342,0.0015534174,1.0001456514
1628.4572380357,0.9998195552,0.0015531758,1.0001479870
1628.4586269511,0.9996804470,0.0015541017,1.0001503239
1628.4600158664,1.0002347322,0.0015540654,1.0001526621
1628.4641826125,1.0011868724,0.0015542372,1.0001550018
1628.4655715279,1.0014674873,0.0015543333,1.0001573429
1628.4683493586,1.0007222289,0.0015529882,1.0001596853
1628.4697382739,1.0014925924,0.0015535948,1.0001620291
1628.4711271893,0.9983505491,0.0015517086,1.0001643743
1628.4725161047,1.0026514215,0.0015535927,1.0001667209
1628.4766828507,1.0009234474,0.0015520186,1.0001690688
1628.4794606814,1.0012455283,0.0015512247,1.0001714182
1628.4808495968,1.0021176617,0.0015524192,1.0001737689
1628.4836274275,0.9998764720,0.0015511472,1.0001761210
1628.4850163429,0.9976917271,0.0015502527,1.0001784745
1628.4864052582,1.0000950037,0.0015508224,1.0001808294
1628.4891830889,1.0005095654,0.0015507316,1.0001831856
1628.4905720042,1.0043407433,0.0015529897,1.0001855433
1628.4919609195,1.0023541511,0.0015505487,1.0001879023
1628.4933498350,0.9995989324,0.0015506221,1.0001902627
1628.4947387503,1.0004386234,0.0015493508,1.0001926245
1628.4961276656,0.9996278207,0.0015485784,1.0001949876
