time,flux_norm,flux_err_norm,sg_trend
2036.2809728797,0.9979972321,0.0013542048,0.9999216937
2036.2837506304,1.0018785105,0.0013560492,0.9999221728
2036.2851395056,1.0003621677,0.0013552628,0.9999226513
2036.2865283808,0.9994135453,0.0013549864,0.9999231292
2036.2879172563,1.0002554654,0.0013550146,0.9999236065
2036.2893061315,0.9986332018,0.0013546086,0.9999240832
2036.2906950067,1.0013675340,0.0013557635,0.9999245594
2036.2920838821,0.9989223092,0.0013549756,0.9999250350
2036.2934727574,1.0016961011,0.0013557061,0.9999255100
2036.2948616328,0.9991389933,0.0013547193,0.9999259845
2036.2962505080,1.0012594091,0.0013550564,0.9999264583
2036.2976393832,1.0002827782,0.0013552572,0.9999269316
2036.2990282587,0.9983727915,0.0013562451,0.9999274043
2036.3004171339,1.0019874833,0.0013562417,0.9999278765
2036.3018060091,0.9985830436,0.0013547288,0.9999283480
2036.3031948845,0.9994865421,0.0013542872,0.9999288190
2036.3045837598,0.9993477793,0.0013548505,0.9999292894
2036.3059726350,0.9977548598,0.0013542839,0.9999297593
2036.3073615104,0.9994725557,0.0013547573,0.9999302285
2036.3087503856,0.9998899448,0.0013544822,0.9999306972
2036.3101392608,0.9987947620,0.0013544782,0.9999311653
2036.3115281361,1.0007469575,0.0013551697,0.9999316329
2036.3129170115,0.9994115535,0.0013548873,0.9999320998
2036.3143058867,1.0034381891,0.0013563677,0.9999325662
2036.3156947619,1.0005323967,0.0013556783,0.9999330320
2036.3170836374,1.0004860326,0.0013555065,0.9999334972
2036.3184725126,0.9999682248,0.0013546211,0.9999339619
2036.3198613878,0.9984995424,0.0013545402,0.9999344259
2036.3212502630,0.9992767324,0.0013546258,0.9999348894
2036.3226391385,0.9993315865,0.0013549814,0.9999353524
2036.3240280137,1.0005701461,0.0013556278,0.9999358147
2036.3254168889,0.9999166736,0.0013550650,0.9999362765
2036.3268057641,0.9995075371,0.0013556628,0.9999367377
2036.3281946396,1.0027202668,0.0013574025,0.9999371983
2036.3295835148,1.0000413038,0.0013550064,0.9999376583
2036.3309723900,0.9999733677,0.0013545941,0.9999381178
2036.3323612652,0.9980269956,0.0013545816,0.9999385767
2036.3337501406,1.0008607926,0.0013552415,0.9999390350
2036.3351390159,0.9983560726,0.0013544004,0.9999394927
2036.3365278911,0.9980483358,0.0013541371,0.9999399499
2036.3379167663,0.9998810705,0.0013551414,0.9999404065
2036.3393056415,1.0001224449,0.0013548068,0.9999408625
2036.3406945169,0.9987416436,0.0013546968,0.9999413179
2036.3420833922,0.9998720745,0.0013550237,0.9999417728
2036.3434722674,0.9999972741,0.0013546149,0.9999422271
2036.3448611426,0.9985693265,0.0013556468,0.9999426808
2036.3462500178,0.9988790146,0.0013557122,0.9999431339
2036.3476388932,0.9988848214,0.0013540992,0.9999435864
2036.3490277685,1.0005254372,0.0013553808,0.9999440384
2036.3504166437,0.9995451500,0.0013541605,0.9999444898
2036.3518055189,0.9979006531,0.0013543048,0.9999449406
2036.3531943941,0.9991208543,0.0013551655,0.9999453909
2036.3545832696,1.0001080479,0.0013556966,0.9999458406
2036.3559721448,0.9982552849,0.0013545713,0.9999462897
2036.3573610200,0.9983607602,0.0013548136,0.9999467382
2036.3587498952,0.9999879038,0.0013544938,0.9999471861
2036.3601387704,1.0003181007,0.0013550667,0.9999476335
2036.3615276456,0.9988479057,0.0013561321,0.9999480803
2036.3629165208,1.0005586186,0.0013552270,0.9999485265
2036.3643053963,1.0009230909,0.0013549337,0.9999489721
2036.3656942715,1.0002501518,0.0013552736,0.9999494172
2036.3670831467,0.9986771982,0.0013535991,0.9999498617
2036.3684720219,1.0018064523,0.0013562990,0.9999503056
2036.3698608971,0.9996761696,0.0013542892,0.9999507489
2036.3712497724,0.9988083775,0.0013565643,0.9999511917
2036.3726386476,1.0001448134,0.0013550281,0.9999516339
2036.3740275228,1.0004437206,0.0013547745,0.9999520755
2036.3754163980,1.0000468897,0.0013553637,0.9999525165
2036.3768052734,1.0002460149,0.0013557429,0.9999529570
2036.3781941487,0.9993479467,0.0013544512,0.9999533969
2036.3795830239,0.9977799524,0.0013547676,0.9999538362
2036.3809718991,0.9998045558,0.0013539396,0.9999542749
2036.3823607743,1.0012441119,0.0013560951,0.9999547130
2036.3837496495,1.0018510724,0.0013556262,0.9999551506
2036.3851385247,0.9998614796,0.0013545222,0.9999555876
2036.3865273999,0.9988918887,0.0013541683,0.9999560240
2036.3879162751,1.0009972579,0.0013561344,0.9999564599
2036.3893051504,1.0004172016,0.0013549947,0.9999568952
2036.3906940256,1.0011426630,0.0013552855,0.9999573298
2036.3920829008,0.9971167779,0.0013546092,0.9999577640
2036.3934717760,1.0020202843,0.0013557555,0.9999581975
2036.3948606512,1.0011898810,0.0013556565,0.9999586305
2036.3962495264,1.0002049775,0.0013541511,0.9999590629
2036.3976384016,0.9996644460,0.0013546548,0.9999594947
2036.3990272769,1.0004395620,0.0013556446,0.9999599259
2036.4004161521,0.9985037512,0.0013549169,0.9999603566
2036.4018050273,1.0008474855,0.0013551593,0.9999607867
2036.4031939025,1.0009117888,0.0013549147,0.9999612162
2036.4045827777,0.9992367624,0.0013538153,0.9999616451
2036.4059716529,1.0003838864,0.0013557752,0.9999620735
2036.4073605281,0.9998536725,0.0013559948,0.9999625012
