time,flux_norm,flux_err_norm,sg_trend
2361.7736993491,0.9892214446,0.0055096677,1.0007563186
2361.7750882651,0.9954598925,0.0055076565,1.0007548249
2361.7764771810,1.0047603257,0.0055131954,1.0007533325
2361.7778660970,1.0117084090,0.0055197538,1.0007518414
2361.7792550132,0.9979620483,0.0055077960,1.0007503517
2361.7806439292,0.9955163891,0.0055111931,1.0007488632
2361.7820328451,1.0003593328,0.0055075449,1.0007473761
2361.7834217611,0.9977284350,0.0055160506,1.0007458904
2361.7848106771,1.0004489025,0.0055151858,1.0007444059
2361.7861995930,0.9934682987,0.0055052144,1.0007429228
2361.7875885090,0.9959818523,0.0055047316,1.0007414410
2361.7889774250,1.0049785207,0.0055249122,1.0007399605
2361.7903663409,0.9956959287,0.0055128035,1.0007384813
2361.7917552569,0.9891342215,0.0055065741,1.0007370035
2361.7931441728,0.9976250060,0.0055069130,1.0007355269
2361.7945330888,0.9976521474,0.0055105897,1.0007340517
2361.7959220045,1.0051145865,0.0055202974,1.0007325778
2361.7973109205,1.0040064422,0.0055084366,1.0007311053
2361.7986998365,0.9961258886,0.0055199056,1.0007296341
2361.8000887524,1.0007127956,0.0055122577,1.0007281641
2361.8014776684,0.9963795073,0.0055108043,1.0007266956
2361.8028665844,1.0010152063,0.0055068855,1.0007252283
2361.8042555001,1.0003813894,0.0055090847,1.0007237623
2361.8056444160,0.9940634844,0.0055109039,1.0007222977
2361.8070333320,1.0001771607,0.0055127285,1.0007208344
2361.8084222477,1.0016980433,0.0055127771,1.0007193724
2361.8098111637,1.0064695785,0.0055211820,1.0007179118
2361.8112000797,1.0005607118,0.0055107704,1.0007164525
2361.8125889954,0.9994129792,0.0055057780,1.0007149944
2361.8139779114,0.9949295832,0.0055035203,1.0007135377
2361.8153668273,1.0017330966,0.0055104869,1.0007120824
2361.8167557431,1.0024566856,0.0055134828,1.0007106283
2361.8181446590,1.0022198913,0.0055066476,1.0007091756
2361.8195335748,1.0042786333,0.0055142493,1.0007077242
2361.8209224907,0.9929594464,0.0055055026,1.0007062741
