time,flux_norm,flux_err_norm,sg_trend
1628.0656540084,0.9985485052,0.0006846185,1.0000771834
1628.0670429272,0.9986660432,0.0006843218,1.0000769976
1628.0684318460,0.9987154582,0.0006839609,1.0000768119
1628.0698207648,0.9990639463,0.0006842843,1.0000766265
1628.0712096836,1.0006106346,0.0006845088,1.0000764411
1628.0725986024,1.0000521285,0.0006844021,1.0000762559
1628.0739875212,1.0029585342,0.0006846480,1.0000760708
1628.0753764400,0.9992415196,0.0006839484,1.0000758859
1628.0767653588,0.9999458798,0.0006841510,1.0000757012
1628.0781542776,0.9996626657,0.0006837189,1.0000755165
1628.0795431964,0.9982593857,0.0006833917,1.0000753321
1628.0809321152,0.9991513074,0.0006840685,1.0000751477
1628.0823210340,0.9990955864,0.0006837949,1.0000749635
1628.0837099528,0.9998781420,0.0006837180,1.0000747795
1628.0850988716,0.9999260060,0.0006836899,1.0000745956
1628.0864877904,1.0023885128,0.0006839765,1.0000744118
1628.0878767092,1.0003022123,0.0006834541,1.0000742282
1628.0892656280,0.9994730586,0.0006835454,1.0000740447
1628.0906545468,1.0006724583,0.0006839314,1.0000738614
1628.0920434656,1.0004145725,0.0006836927,1.0000736782
1628.0934323844,0.9987425510,0.0006832695,1.0000734952
1628.0948213032,1.0001451877,0.0006833155,1.0000733123
1628.0962102220,1.0001571713,0.0006835287,1.0000731295
1628.0975991408,1.0006539436,0.0006833901,1.0000729469
1628.0989880596,1.0001235642,0.0006830026,1.0000727645
1628.1003769784,1.0003381885,0.0006829900,1.0000725822
1628.1017658972,1.0005715272,0.0006835088,1.0000724000
1628.1031548160,1.0017632393,0.0006835827,1.0000722180
1628.1045437348,1.0012143831,0.0006833287,1.0000720361
1628.1059326536,1.0004330851,0.0006831477,1.0000718543
1628.1073215721,0.9992377429,0.0006830177,1.0000716727
1628.1212107601,0.9984972702,0.0006820073,1.0000714913
1628.1225996789,0.9997838065,0.0006821138,1.0000713100
1628.1281553539,1.0004237980,0.0006822994,1.0000711288
1628.1309331915,0.9999031906,0.0006818251,1.0000709478
1628.1364888667,0.9988853962,0.0006812391,1.0000707669
1628.1448223792,0.9980205360,0.0006804234,1.0000705862
1628.1462112980,0.9991323241,0.0006806812,1.0000704056
1628.1503780542,0.9995101329,0.0006805732,1.0000702252
1628.1545448106,0.9997186764,0.0006809981,1.0000700449
1628.1559337294,1.0002652141,0.0006809720,1.0000698647
1628.1573226482,0.9989846391,0.0006805630,1.0000696847
1628.1601004856,1.0018340208,0.0006807664,1.0000695049
1628.1614894044,1.0006455282,0.0006809459,1.0000693251
1628.1642672420,1.0014611623,0.0006805372,1.0000691456
1628.1670450793,1.0003943732,0.0006802119,1.0000689661
1628.1684339981,1.0000715176,0.0006804260,1.0000687869
1628.1698229169,1.0006616230,0.0006801022,1.0000686077
1628.1739896733,0.9986142247,0.0006792781,1.0000684287
1628.1753785919,1.0016668468,0.0006801728,1.0000682499
1628.1809342671,1.0002322012,0.0006799546,1.0000680712
1628.1837121045,1.0001546607,0.0006796683,1.0000678926
1628.1851010233,1.0008075850,0.0006798896,1.0000677142
1628.1878788606,0.9996699279,0.0006791801,1.0000675359
1628.1892677794,1.0005265075,0.0006795007,1.0000673578
1628.1948234544,1.0007265861,0.0006792535,1.0000671798
1628.1962123732,0.9989267052,0.0006791415,1.0000670019
1628.1976012920,1.0001396369,0.0006791176,1.0000668242
1628.1989902108,1.0007924419,0.0006788180,1.0000666467
1628.2003791293,0.9995513756,0.0006790505,1.0000664693
1628.2017680481,1.0003147992,0.0006789895,1.0000662920
1628.2031569669,0.9998276810,0.0006788546,1.0000661149
1628.2045458857,1.0000809226,0.0006789431,1.0000659379
1628.2059348043,0.9980913888,0.0006781916,1.0000657611
1628.2073237231,1.0003946568,0.0006783870,1.0000655844
1628.2114904793,1.0007073797,0.0006783812,1.0000654078
1628.2128793981,0.9999068797,0.0006784664,1.0000652314
1628.2142683169,1.0000279263,0.0006786998,1.0000650552
1628.2156572357,1.0002927298,0.0006787254,1.0000648791
1628.2170461542,1.0008376570,0.0006784228,1.0000647031
1628.2184350730,1.0000891277,0.0006779832,1.0000645273
1628.2198239918,1.0012317317,0.0006786139,1.0000643516
1628.2212129106,1.0007787029,0.0006786208,1.0000641761
1628.2226018292,1.0000072860,0.0006776607,1.0000640007
1628.2253796668,0.9992064856,0.0006779952,1.0000638254
1628.2281575042,0.9995149161,0.0006772444,1.0000636503
1628.2295464230,0.9984068725,0.0006771385,1.0000634754
1628.2309353418,0.9995574631,0.0006776476,1.0000633006
1628.2337131791,0.9994943415,0.0006773999,1.0000631259
1628.2351020979,0.9990639591,0.0006772635,1.0000629514
1628.2364910165,0.9990863645,0.0006773263,1.0000627770
1628.2378799353,0.9992202830,0.0006773512,1.0000626027
1628.2392688541,0.9992038283,0.0006773097,1.0000624287
1628.2406577727,0.9995985006,0.0006775289,1.0000622547
1628.2420466915,1.0004650337,0.0006773857,1.0000620809
1628.2434356103,1.0006306597,0.0006773434,1.0000619072
1628.2448245288,1.0004914862,0.0006773759,1.0000617337
1628.2462134476,0.9996551600,0.0006771678,1.0000615604
1628.2476023664,1.0000293293,0.0006770573,1.0000613871
1628.2489912850,0.9995926271,0.0006767595,1.0000612141
1628.2503802038,1.0001137128,0.0006767500,1.0000610411
1628.2517691226,1.0005130932,0.0006765673,1.0000608683
1628.2531580411,1.0003512703,0.0006771613,1.0000606957
1628.2545469599,1.0000353190,0.0006770500,1.0000605232
1628.2559358787,0.9999514538,0.0006767202,1.0000603508
1628.2573247973,1.0005330940,0.0006764231,1.0000601786
1628.2587137161,0.9990899070,0.0006764264,1.0000600065
1628.2601026349,1.0004812276,0.0006762592,1.0000598346
1628.2614915535,0.9987075518,0.0006760893,1.0000596628
1628.2628804723,0.9990180662,0.0006763799,1.0000594912
1628.2642693911,0.9989364051,0.0006756733,1.0000593197
1628.2656583096,0.9984067819,0.0006758019,1.0000591483
1628.2670472284,0.9988291077,0.0006756413,1.0000589771
1628.2684361470,0.9976078128,0.0006755930,1.0000588061
1628.2698250658,0.9992721070,0.0006758588,1.0000586352
1628.2712139846,0.9983849355,0.0006753818,1.0000584644
1628.2726029032,0.9985987165,0.0006754882,1.0000582938
1628.2739918220,1.0000536919,0.0006762382,1.0000581233
1628.2753807408,0.9987383448,0.0006758556,1.0000579529
1628.2767696593,0.9991665110,0.0006751614,1.0000577827
1628.2781585781,0.9996540400,0.0006751219,1.0000576127
1628.2795474967,0.9993686604,0.0006753921,1.0000574428
1628.2809364155,0.9988401671,0.0006752219,1.0000572730
1628.2823253343,0.9997047333,0.0006751690,1.0000571034
1628.2851031717,0.9993482488,0.0006751285,1.0000569339
1628.2878810090,1.0001054733,0.0006752494,1.0000567646
1628.2892699276,0.9996279383,0.0006750544,1.0000565954
1628.2934366838,0.9999576427,0.0006747668,1.0000564264
1628.2948256026,0.9996339382,0.0006746526,1.0000562575
1628.2962145211,1.0005895157,0.0006747061,1.0000560887
1628.3017701961,0.9980118085,0.0006740960,1.0000559201
1628.3031591147,0.9985517262,0.0006738048,1.0000557516
1628.3087147894,0.9980934408,0.0006733987,1.0000555833
