time,flux_norm,flux_err_norm,sg_trend
1628.1643790666,0.9980162727,0.0011100531,0.9999042292
1628.1671568981,0.9979039294,0.0011095279,0.9999045055
1628.1685458139,0.9981354784,0.0011105485,0.9999047816
1628.1699347297,1.0002508326,0.0011103733,0.9999050574
1628.1741014770,0.9977289821,0.0011090931,0.9999053329
1628.1754903927,0.9986454539,0.0011094526,0.9999056081
1628.1810460561,1.0008865250,0.0011097359,0.9999058830
1628.1838238876,1.0009534905,0.0011096547,0.9999061576
1628.1852128034,1.0006482499,0.0011094914,0.9999064320
1628.1879906349,1.0000407861,0.0011080942,0.9999067060
1628.1893795507,1.0004704210,0.0011091132,0.9999069798
1628.1949352138,0.9988729522,0.0011086066,0.9999072533
1628.1963241296,1.0005108858,0.0011081723,0.9999075265
1628.1977130453,0.9987412644,0.0011070118,0.9999077994
1628.1991019611,0.9976304554,0.0011070694,0.9999080721
1628.2004908769,0.9995853953,0.0011075264,0.9999083444
1628.2018797927,0.9976511334,0.0011076907,0.9999086165
1628.2032687084,0.9991633487,0.0011077907,0.9999088883
1628.2046576242,1.0005551513,0.0011071266,0.9999091598
1628.2060465400,1.0004363751,0.0011078828,0.9999094310
1628.2074354557,0.9984716555,0.0011060619,0.9999097019
1628.2116022028,0.9985730203,0.0011061281,0.9999099726
1628.2129911186,0.9997400333,0.0011075128,0.9999102429
1628.2143800344,1.0006931653,0.0011064634,0.9999105130
1628.2157689501,1.0006134948,0.0011063118,0.9999107828
1628.2171578659,0.9996483189,0.0011063365,0.9999110523
1628.2185467817,0.9994410840,0.0011060159,0.9999113215
1628.2199356975,0.9997581784,0.0011058903,0.9999115904
1628.2213246132,0.9998894093,0.0011053728,0.9999118591
1628.2227135290,0.9989563058,0.0011046688,0.9999121274
1628.2254913605,1.0015757726,0.0011057664,0.9999123955
1628.2282691921,0.9979223144,0.0011037533,0.9999126633
1628.2296581079,0.9996936518,0.0011042826,0.9999129308
1628.2310470236,1.0005575483,0.0011051071,0.9999131980
1628.2338248549,1.0017292100,0.0011049900,0.9999134650
1628.2352137707,0.9992010108,0.0011044976,0.9999137316
1628.2366026865,1.0009603060,0.0011053812,0.9999139980
1628.2379916023,1.0012100429,0.0011042328,0.9999142641
1628.2393805180,0.9997841502,0.0011044320,0.9999145299
1628.2407694338,1.0000112362,0.0011038293,0.9999147954
1628.2421583496,1.0007897122,0.0011040782,0.9999150606
1628.2435472654,0.9976125483,0.0011020823,0.9999153256
1628.2449361811,0.9984129019,0.0011025274,0.9999155902
1628.2463250969,1.0015365420,0.0011045878,0.9999158546
1628.2477140124,0.9992207407,0.0011034379,0.9999161187
1628.2491029282,0.9998343370,0.0011038821,0.9999163825
1628.2504918440,1.0002372134,0.0011032513,0.9999166460
1628.2518807598,0.9995612156,0.0011026171,0.9999169092
1628.2532696755,1.0003723585,0.0011025644,0.9999171722
1628.2546585913,0.9998434184,0.0011026570,0.9999174348
1628.2560475071,0.9993634780,0.0011013424,0.9999176972
1628.2574364228,1.0009081760,0.0011023611,0.9999179593
1628.2588253384,0.9994208352,0.0011020715,0.9999182211
1628.2602142542,0.9985060447,0.0011018518,0.9999184826
1628.2616031699,0.9991164831,0.0011014307,0.9999187439
1628.2629920857,1.0011109939,0.0011024099,0.9999190048
1628.2643810015,1.0015011749,0.0011015081,0.9999192655
1628.2657699172,1.0000724333,0.0011015966,0.9999195259
1628.2671588330,0.9986232468,0.0011007686,0.9999197860
1628.2685477486,1.0004208669,0.0011015569,0.9999200458
1628.2699366643,0.9996092637,0.0011010467,0.9999203053
1628.2713255801,1.0003990077,0.0011008324,0.9999205645
1628.2727144959,1.0008192331,0.0011010201,0.9999208235
1628.2741034116,0.9998422153,0.0011005001,0.9999210822
1628.2754923274,1.0012555328,0.0011007303,0.9999213405
1628.2768812430,1.0007302354,0.0011005379,0.9999215986
1628.2782701587,0.9984898597,0.0010991999,0.9999218565
1628.2810479903,0.9996313589,0.0010989300,0.9999221140
1628.2824369060,0.9993179742,0.0010993864,0.9999223712
1628.2852147374,0.9996374018,0.0010990925,0.9999226282
1628.2879925689,1.0001390551,0.0010987074,0.9999228849
1628.2893814847,1.0005710848,0.0010992403,0.9999231413
1628.2935482318,0.9980153815,0.0010973913,0.9999233974
1628.2949371475,0.9976822088,0.0010975389,0.9999236532
1628.2963260633,1.0007088485,0.0010989361,0.9999239087
