time,flux_norm,flux_err_norm,sg_trend
1628.3766530912,1.0008410960,0.0013560668,0.9972081569
1628.3780420078,0.9999876219,0.0013563748,0.9972079152
1628.3794309244,1.0016395288,0.0013566209,0.9972076761
1628.3808198411,0.9981680547,0.0013547746,0.9972074396
1628.3863755075,0.9999640062,0.0013555169,0.9972072058
1628.3905422573,1.0009166983,0.0013548996,0.9972069746
1628.3919311739,0.9975708535,0.0013522549,0.9972067461
1628.3933200905,0.9991188654,0.0013525642,0.9972065203
1628.3947090071,0.9992043832,0.0013506728,0.9972062971
1628.3960979237,0.9984409019,0.0013509215,0.9972060765
1628.3974868403,1.0016584490,0.0013532972,0.9972058586
1628.3988757569,0.9993917051,0.0013514303,0.9972056434
1628.4002646736,0.9975883674,0.0013516691,0.9972054308
1628.4016535902,1.0003568438,0.0013516661,0.9972052208
1628.4030425068,0.9988420183,0.0013506559,0.9972050135
1628.4044314233,1.0002618614,0.0013511189,0.9972048088
1628.4058203399,0.9980722668,0.0013508633,0.9972046068
1628.4072092565,0.9993711270,0.0013493537,0.9972044075
1628.4085981731,0.9999131551,0.0013495705,0.9972042108
1628.4099870897,0.9992405587,0.0013496416,0.9972040167
1628.4113760063,0.9983355069,0.0013490222,0.9972038253
1628.4127649229,1.0004920230,0.0013489433,0.9972036365
1628.4141538394,0.9998886341,0.0013491069,0.9972034504
1628.4155427560,0.9992362891,0.0013473263,0.9972032670
1628.4197095058,0.9997670050,0.0013484645,0.9972030862
1628.4210984224,0.9990084997,0.0013467688,0.9972029080
1628.4224873390,0.9977148542,0.0013466658,0.9972027325
1628.4238762556,1.0014384551,0.0013484352,0.9972025596
1628.4252651721,1.0004870579,0.0013474377,0.9972023894
1628.4266540887,0.9983919827,0.0013469213,0.9972022219
1628.4280430053,0.9997037223,0.0013469872,0.9972020570
1628.4294319219,1.0010705096,0.0013461433,0.9972018947
1628.4308208385,0.9982348516,0.0013460223,0.9972017351
1628.4322097551,0.9994697769,0.0013457042,0.9972015781
1628.4335986717,0.9985779552,0.0013457010,0.9972014238
1628.4349875883,1.0006117872,0.0013459318,0.9972012722
1628.4363765048,1.0027922379,0.0013461108,0.9972011231
1628.4377654214,0.9998969720,0.0013456989,0.9972009768
