ID,ra,dec,Tmag,e_Tmag,Teff,Teff_source,Teff_imputed,logg,rad,mass,rho,lum,d,ebv,contratio,priority,SpType_est,Tmag_tier,bp_rp,j_k,total_pm,wdflag,lumclass,objType,GAIA,TWOMASS,ALLWISE
468148920,305.241441775239,-88.4983730013807,12.7878,0.00736753,3666.0,catalog,False,4.74383,0.492672,0.490767,4.10395,0.0394984744,98.7112,0.0,0.116173267,0.00166056748,M,12-13,2.1300999999999988,0.8040000000000003,86.0971267842313,0,DWARF,STAR,6.341411499061617e+18,20205793-8829543,J202055.71-882953.9
257341042,340.562816885651,-89.1137839536796,12.7899,0.006,5465.0,catalog,False,3.70191,2.28674,0.96,0.080283,4.2023015,938.384,0.126182,0.0443222933,0.000171542619,G,12-13,1.0891000000000002,0.48100000000000165,5.721865901347217,0,DWARF,STAR,6.341132601065153e+18,22421508-8906496,J224215.12-890649.4
317303115,56.6478963750987,-89.0728060795018,12.7931,0.006,5907.0,catalog,False,4.35619,1.13666,1.07,0.728604,1.4171772,548.217,0.104411,0.0376511067,0.0005025371,G,12-13,0.9166000000000007,0.4190000000000005,9.492250107219046,0,DWARF,STAR,4.611753539610489e+18,03463515-8904221,J034635.83-890422.1
317302984,56.0992056449593,-88.2157546926708,12.7935,0.006,6042.0,catalog,False,3.89971,1.96691,1.12,0.147184,4.645028,974.332,0.116925,0.07480011,0.000222968738,F,12-13,0.892100000000001,0.347999999999999,5.274053113152729,0,DWARF,STAR,4.611954612799459e+18,03442369-8812565,J034424.23-881256.6
365276570,301.582836476232,-89.5026670458293,12.7945,0.006,6305.0,catalog,False,4.42512,1.13027,1.24,0.85876,1.81887054,599.654,0.11864,0.226364523,0.0004758681,F,12-13,0.815999999999999,0.359,10.295340887721979,0,DWARF,STAR,6.341094289957021e+18,20061982-8930095,J200620.38-893009.3
257772197,33.0851916269551,-88.416986499921,12.7951,0.006,6185.0,catalog,False,3.52054,3.12395,1.18,0.0387051,12.8665667,1622.9,0.108161,0.1529552,0.000108038985,F,12-13,0.8379999999999992,0.3069999999999986,16.634690244128382,0,DWARF,STAR,4.612030650900625e+18,02122051-8825009,J021220.85-882501.0
410339613,46.3887941319136,-88.1603590780965,12.7967,0.006,6428.0,catalog,False,4.2506,1.41483,1.3,0.459019,3.07897973,778.742,0.112996,0.004633071,0.000369011,F,12-13,0.7726999999999986,0.26399999999999935,3.7675035159261627,0,DWARF,STAR,4.612122975517598e+18,03053317-8809374,J030533.27-880937.2
256302936,257.093810518311,-89.3774957662818,12.8001,0.006,6279.0,catalog,False,3.89894,2.06308,1.23,0.140074,5.960568,1055.77,0.152159,0.004760084,0.000200296738,F,12-13,0.8676000000000013,0.37100000000000044,8.92481516013077,0,DWARF,STAR,5.76464704103105e+18,17082229-8922389,J170822.87-892239.0
410315880,37.1723070262566,-88.3282411879443,12.8003,0.0061,5649.5406164386895,bp_rp_poly,True,,,,,,467.254,,,,G,12-13,1.0191,0.4250000000000007,10.77294735175105,-1,DWARF,STAR,4.612032987360529e+18,02284141-8819416,J022841.15-881941.6
468182949,316.695827391097,-88.4933388183509,12.801,0.006,6235.0,catalog,False,4.01505,1.7902,1.21,0.210901,4.36360645,938.249,0.115413,0.0219706725,0.000244684954,F,12-13,0.8325999999999993,0.3279999999999994,6.6469579803471,0,DWARF,STAR,6.34130336896495e+18,21064690-8829359,J210646.92-882936.0
